ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
8625,1976,Graduation,Married,"$17,649.00",1,0,2011-12-13,70,12,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,US
5407,1954,Graduation,Together,"$53,103.00",0,1,2009-12-13,70,162,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,SA
4356,1971,Graduation,Together,"$71,819.00",0,1,8/28/13,70,80,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,SP
2886,1971,Master,Divorced,"$74,290.00",0,1,2008-12-13,70,131,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,SP
10057,1951,Graduation,Single,"$72,282.00",0,0,7/19/13,70,96,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,1,0,SP
10741,1951,Master,Together,"$47,352.00",0,1,2004-11-13,70,64,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,SP
5491,1951,Master,Together,"$47,352.00",0,1,2004-11-13,70,68,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,AUS
4442,1961,Graduation,Single,"$46,524.00",0,1,2004-05-13,70,103,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,CA
3972,1976,Graduation,Together,"$50,200.00",1,1,2004-03-13,70,155,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,SP
2431,1990,Graduation,Married,"$18,222.00",0,0,12/31/12,70,53,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,SP
7899,1952,PhD,Married,"$77,610.00",0,1,10/29/12,70,166,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,AUS
9703,1970,PhD,Married,"$38,097.00",1,1,10/15/12,70,186,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,1,0,SA
6927,1968,PhD,Married,"$44,377.00",1,1,2010-05-12,70,0,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,SA
7005,1981,Graduation,Single,"$58,684.00",0,0,6/16/14,71,105,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,SA
246,1965,Graduation,Married,"$66,480.00",1,1,5/31/14,71,43,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,SP
4796,1952,Graduation,Divorced,"$49,638.00",0,1,4/19/14,71,86,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,SP
4725,1950,PhD,Together,"$50,616.00",0,1,4/13/14,71,27,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,SP
3286,1967,PhD,Divorced,"$26,642.00",1,0,2003-01-14,71,69,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,SP
10680,1986,Graduation,Together,"$33,235.00",1,0,2002-05-14,71,167,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,SP
4297,1969,Graduation,Together,"$23,228.00",1,0,1/26/14,71,110,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,IND
7327,1959,PhD,Married,"$36,732.00",1,1,12/29/13,71,83,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,SP
1553,1946,Graduation,Together,"$82,657.00",0,0,9/27/13,71,78,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,GER
1665,1964,PhD,Divorced,"$64,140.00",0,2,9/23/13,71,157,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,1,0,SA
10640,1974,Graduation,Together,"$44,392.00",1,1,2009-05-13,71,177,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,SP
7620,1990,Basic,Single,"$16,185.00",1,0,2008-05-13,71,149,11,16,21,8,45,2,2,2,2,8,0,0,0,0,0,0,0,IND
7761,1978,2n Cycle,Together,"$38,702.00",1,0,2008-01-13,71,104,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,AUS
5062,1963,PhD,Married,"$54,072.00",1,1,7/27/13,71,115,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0,SA
6349,1987,Master,Divorced,"$61,787.00",0,0,2007-06-13,71,24,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,SP
3386,1992,Graduation,Married,"$34,935.00",0,0,6/21/13,71,80,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,SP
8175,1992,Graduation,Married,"$34,935.00",0,0,6/21/13,71,47,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,SA
6245,1950,PhD,Together,"$59,292.00",0,1,6/13/13,71,69,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,SP
8780,1950,PhD,Together,"$59,292.00",0,1,6/13/13,71,194,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,SP
2276,1955,Graduation,Single,"$57,959.00",0,1,2005-02-13,71,176,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,SP
1172,1983,PhD,Married,"$92,491.00",0,0,2005-01-13,71,190,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,1,0,SP
3225,1984,Master,Married,"$42,207.00",1,0,2004-01-13,71,84,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,1,0,SP
8629,1956,Graduation,Widow,"$46,984.00",1,1,3/26/13,71,73,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,CA
798,1987,Graduation,Single,"$23,442.00",1,0,12/24/12,71,158,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,SP
269,1963,PhD,Single,"$46,757.00",0,1,11/16/12,71,176,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,SP
8213,1980,2n Cycle,Together,"$14,515.00",1,0,2011-09-12,71,49,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,1,0,SP
10245,1986,2n Cycle,Single,"$80,910.00",0,0,10/31/12,71,143,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,SP
2447,1979,Graduation,Together,"$30,545.00",1,0,10/17/12,71,84,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,IND
9817,1970,Master,Single,"$44,802.00",0,0,8/21/12,71,196,10,143,13,10,20,2,9,4,12,8,0,0,0,0,0,0,0,IND
1371,1976,Graduation,Single,"$79,941.00",0,0,6/28/14,72,65,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,AUS
8093,1969,Master,Married,"$79,734.00",0,0,6/28/14,72,37,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,SP
713,1977,Master,Married,"$50,353.00",0,0,2006-08-14,72,58,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,SP
11051,1956,PhD,Together,"$77,376.00",1,1,2005-10-14,72,135,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,CA
5545,1972,PhD,Married,"$78,075.00",0,0,2004-05-14,72,120,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,SP
5283,1976,PhD,Single,"$42,473.00",1,1,2/17/14,72,55,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,SP
5010,1988,Graduation,Single,"$25,008.00",1,0,2002-02-14,72,20,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,SP
7495,1948,PhD,Married,"$56,223.00",0,1,12/20/13,72,78,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,SP
4368,1980,Graduation,Married,"$47,850.00",1,0,2012-03-13,72,56,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,SP
6303,1986,PhD,Together,"$91,820.00",0,0,11/23/13,72,139,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,CA
1030,1965,PhD,Single,"$40,637.00",1,1,7/17/13,72,162,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,SA
10364,1959,Graduation,Divorced,"$23,295.00",0,0,7/13/13,72,128,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,SP
6945,1952,Graduation,Single,"$84,574.00",0,0,2006-04-13,72,50,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,SP
8562,1969,Graduation,Together,"$54,165.00",0,0,5/28/13,72,69,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,SP
2918,1981,Graduation,Divorced,"$28,510.00",1,1,4/13/13,72,40,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,SP
9167,1956,Graduation,Married,"$67,131.00",0,1,3/26/13,72,153,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,SP
4743,1969,PhD,Married,"$56,242.00",0,1,2003-03-13,72,73,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,US
10742,1983,PhD,Married,"$86,580.00",0,0,2/27/13,72,54,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,SP
10965,1955,Graduation,Together,"$76,005.00",0,0,2/22/13,72,44,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,SP
7129,1962,PhD,Married,"$54,693.00",0,1,2/17/13,72,170,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,SP
3732,1955,Master,Married,"$52,750.00",0,1,2002-04-13,72,176,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,CA
7124,1968,Graduation,Divorced,"$36,997.00",1,1,2002-01-13,72,110,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,0,CA
10686,1965,PhD,Together,"$34,230.00",1,1,12/26/12,72,148,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,SP
7247,1960,Graduation,Widow,"$47,916.00",0,1,11/22/12,72,140,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,GER
1513,1979,2n Cycle,Together,"$60,839.00",1,1,8/28/12,72,0,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,SP
460,1972,PhD,Married,"$79,930.00",0,0,2008-08-12,72,144,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,SA
6653,1970,PhD,Married,"$55,158.00",1,1,7/30/12,72,44,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,0,SP
9400,1958,2n Cycle,Single,"$85,485.00",0,0,6/21/14,73,186,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,SP
7106,1943,PhD,Married,"$75,865.00",0,0,3/31/14,73,143,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,SP
4252,1965,Graduation,Married,"$44,375.00",0,1,3/23/14,73,84,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,SP
9240,1971,PhD,Single,"$60,504.00",0,1,2002-07-14,73,34,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,SP
10770,1959,Graduation,Married,"$65,492.00",0,0,1/26/14,73,88,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,CA
176,1980,2n Cycle,Single,"$67,506.00",0,1,2001-02-14,73,128,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,SP
6870,1959,PhD,Divorced,"$68,805.00",0,1,9/17/13,73,64,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,SP
143,1970,Graduation,Single,"$61,209.00",0,0,8/25/13,73,37,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,US
6445,1967,Graduation,Together,"$66,825.00",0,0,7/14/13,73,157,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,SA
4278,1983,PhD,Single,"$87,188.00",0,0,2006-03-13,73,22,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,1,0,IND
6906,1953,Master,Widow,"$84,953.00",0,0,2006-03-13,73,88,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,1,0,SP
4637,1954,PhD,Single,"$74,637.00",0,0,5/18/13,73,147,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,SA
8690,1962,Graduation,Married,"$86,111.00",0,0,4/19/13,73,10,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,CA
1173,1947,Master,Together,"$77,632.00",0,0,2003-10-13,73,35,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,1,0,SP
1928,1973,Graduation,Married,"$31,814.00",1,0,2002-09-13,73,185,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,SA
9029,1972,PhD,Married,"$70,116.00",0,0,1/26/13,73,195,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,SP
10299,1969,PhD,Single,"$48,240.00",0,0,2011-09-12,73,181,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,0,SP
9246,1985,Master,Together,"$40,101.00",1,0,10/14/12,73,79,3,129,26,24,62,4,6,1,6,7,0,0,0,0,0,0,0,IND
4943,1953,Graduation,Married,"$70,503.00",0,0,9/30/12,73,197,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,SP
4122,1975,Graduation,Married,"$79,205.00",0,0,8/29/12,73,30,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,1,0,SP
2853,1980,Graduation,Single,"$51,766.00",1,0,2003-11-14,74,71,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,CA
902,1980,Graduation,Together,"$62,994.00",1,0,2003-04-14,74,51,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,0,0,CA
1672,1974,PhD,Together,"$65,640.00",0,1,2003-01-14,74,57,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,SA
7254,1969,Graduation,Together,"$38,361.00",1,0,12/27/13,74,72,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,SA
8775,1969,Graduation,Together,"$38,361.00",1,0,12/27/13,74,31,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,AUS
9543,1985,Graduation,Married,"$19,986.00",1,0,11/14/13,74,160,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,SP
7093,1985,Graduation,Married,"$19,986.00",1,0,11/14/13,74,91,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,SP
2894,1985,Graduation,Single,"$72,903.00",0,0,10/29/13,74,49,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,1,0,SP
5956,1948,PhD,Divorced,"$45,072.00",1,2,10/16/13,74,196,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,AUS
1921,1967,PhD,Married,"$59,062.00",2,1,2010-03-13,74,188,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,SP
5057,1961,Master,Married,"$61,794.00",0,1,9/14/13,74,85,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,SP
10260,1965,Master,Together,"$45,143.00",0,1,8/26/13,74,54,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,SP
2262,1965,Master,Together,"$45,143.00",0,1,8/26/13,74,125,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,SA
7930,1969,Master,Single,"$26,877.00",0,0,8/19/13,74,31,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,SP
1461,1965,PhD,Divorced,"$36,921.00",1,1,7/28/13,74,15,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,CA
7514,1956,2n Cycle,Together,"$54,342.00",1,1,2007-03-13,74,97,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,AUS
6461,1969,Master,Single,"$62,772.00",0,1,5/19/13,74,10,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,SP
257,1959,PhD,Married,"$75,032.00",0,1,4/28/13,74,183,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,SP
9460,1963,Graduation,Married,"$22,419.00",0,0,4/18/13,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,SP
3855,1963,Graduation,Married,"$22,419.00",0,0,4/18/13,74,105,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,CA
367,1978,2n Cycle,Married,"$36,550.00",1,0,2/19/13,74,185,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,CA
9265,1953,Graduation,Married,"$75,027.00",0,1,2001-09-13,74,12,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,SA
1990,1974,PhD,Single,"$63,159.00",0,0,2011-05-12,74,92,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,SP
3594,1973,Master,Married,"$54,108.00",1,1,2011-05-12,74,59,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,CA
9292,1952,Graduation,Married,"$81,795.00",0,0,10/26/12,74,52,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,SP
6218,1965,Graduation,Married,"$59,594.00",0,1,10/20/12,74,179,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,SP
6528,1982,Master,Together,"$18,492.00",1,0,2006-05-14,75,47,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
10164,1958,Graduation,Single,"$94,472.00",0,1,2004-03-14,75,126,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,SP
9937,1979,Graduation,Single,"$70,337.00",0,0,2001-02-14,75,47,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,US
274,1973,Graduation,Single,"$34,853.00",1,1,12/23/13,75,195,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,GER
5250,1943,Master,Widow,,0,0,10/30/13,75,13,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,1,0,AUS
11010,1984,PhD,Single,"$16,269.00",1,0,8/30/13,75,129,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,SP
6969,1982,Graduation,Together,"$50,272.00",1,0,2008-07-13,75,200,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,AUS
10735,1971,Graduation,Single,"$22,804.00",1,0,7/31/13,75,93,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SA
5068,1971,Graduation,Single,"$22,804.00",1,0,7/31/13,75,135,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SP
9974,1974,Graduation,Married,"$30,631.00",1,0,2007-12-13,75,179,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,SA
7053,1966,PhD,Single,"$78,420.00",0,0,6/29/13,75,167,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,SA
3179,1980,Graduation,Single,"$81,741.00",0,0,6/16/13,75,154,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,SP
8082,1971,Graduation,Married,"$25,721.00",1,0,5/21/13,75,0,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,0,AUS
1362,1972,Graduation,Single,"$31,907.00",0,0,2003-04-13,75,187,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,GER
6768,1962,Graduation,Divorced,"$37,859.00",1,2,2001-12-13,75,127,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,CA
2375,1972,Graduation,Together,"$30,261.00",1,2,9/25/12,75,97,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,SP
6856,1979,Graduation,Together,"$21,645.00",1,0,2009-03-12,75,20,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,GER
4066,1978,2n Cycle,Divorced,"$21,282.00",1,0,2005-11-14,76,78,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,SP
4333,1954,Graduation,Together,"$32,144.00",1,1,3/23/14,76,134,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,IND
2948,1954,Master,Divorced,"$62,637.00",0,1,2003-01-14,76,23,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,CA
4927,1971,Graduation,Together,"$16,626.00",2,0,1/15/14,76,66,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,SA
7426,1971,2n Cycle,Married,"$54,690.00",1,1,2011-07-13,76,168,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP
8360,1971,2n Cycle,Married,"$54,690.00",1,1,2011-07-13,76,113,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP
4058,1955,PhD,Single,"$61,284.00",0,0,2010-12-13,76,105,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,SP
10755,1976,2n Cycle,Married,"$23,718.00",1,0,2009-02-13,76,66,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,AUS
8414,1962,PhD,Single,"$33,419.00",0,1,8/17/13,76,120,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,SP
6810,1983,Graduation,Divorced,"$82,025.00",0,0,5/28/13,76,52,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,SA
3839,1958,Basic,Single,"$15,056.00",1,1,2005-03-13,76,198,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,SP
3483,1958,Graduation,Married,"$48,192.00",0,0,2004-06-13,76,37,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,0,CA
238,1967,2n Cycle,Together,"$67,309.00",1,1,1/23/13,76,133,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,SP
591,1957,Graduation,Widow,"$66,033.00",0,1,1/20/13,76,33,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,IND
5063,1977,Graduation,Single,"$28,769.00",1,0,12/18/12,76,50,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,SP
4303,1957,PhD,Together,"$6,835.00",0,1,2012-08-12,76,102,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,CA
2258,1986,Graduation,Married,"$32,880.00",1,0,2012-04-12,76,98,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,SP
7301,1982,2n Cycle,Single,"$23,616.00",1,0,11/17/12,76,60,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,0,SP
11121,1981,Graduation,Married,"$19,419.00",1,0,2011-10-12,76,128,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,IND
5287,1973,Graduation,Married,"$34,961.00",1,0,6/19/14,77,39,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,SP
6457,1976,Graduation,Divorced,"$64,892.00",0,1,5/29/14,77,193,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,SA
3559,1988,2n Cycle,Married,"$16,248.00",1,0,2005-10-14,77,184,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,IND
5577,1983,Graduation,Together,"$43,776.00",1,0,2005-03-14,77,30,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,SP
641,1967,Graduation,Single,"$52,074.00",0,1,2004-04-14,77,96,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,IND
954,1960,Basic,Widow,"$22,123.00",0,0,3/27/14,77,29,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,AUS
1834,1978,Master,Single,"$35,544.00",1,0,2003-08-14,77,68,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,SA
8789,1989,2n Cycle,Married,"$59,060.00",1,0,2001-11-14,77,65,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,SP
10584,1976,Graduation,Married,"$65,665.00",0,1,2012-02-13,77,35,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,SP
2337,1971,Graduation,Divorced,"$29,819.00",1,0,10/24/13,77,97,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP
6071,1989,Graduation,Single,"$81,217.00",0,0,7/19/13,77,183,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP
295,1989,Graduation,Single,"$81,217.00",0,0,7/19/13,77,189,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP
10203,1990,Graduation,Single,"$26,095.00",1,0,6/30/13,77,73,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,SP
3968,1970,2n Cycle,Divorced,"$65,706.00",0,0,6/28/13,77,14,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA
4037,1976,Graduation,Divorced,"$31,859.00",1,0,6/14/13,77,145,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,SA
6932,1941,PhD,Married,"$93,027.00",0,0,4/13/13,77,24,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,SP
10159,1970,Graduation,Divorced,"$58,710.00",0,1,3/31/13,77,90,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,AUS
1177,1966,Master,Together,"$49,618.00",1,1,1/26/13,77,74,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,SP
9426,1964,Master,Single,"$58,308.00",0,1,2001-12-13,77,137,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,SP
10637,1964,Graduation,Married,"$40,800.00",1,2,2001-01-13,77,196,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,SP
10826,1959,Graduation,Married,"$18,690.00",0,0,12/28/12,77,22,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP
4086,1959,Graduation,Married,"$18,690.00",0,0,12/28/12,77,16,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,GER
10304,1959,Graduation,Married,"$18,690.00",0,0,12/28/12,77,188,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP
7998,1958,Graduation,Together,"$28,087.00",1,1,2012-11-12,77,40,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,IND
10992,1967,Graduation,Together,"$75,702.00",1,1,8/29/12,77,166,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA
6383,1971,PhD,Together,"$32,892.00",1,0,5/25/14,78,199,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA
10536,1971,PhD,Together,"$32,892.00",1,0,5/25/14,78,111,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP
6036,1959,Master,Together,"$89,120.00",0,0,3/17/14,78,196,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP
11092,1961,Graduation,Married,"$27,116.00",1,1,2003-02-14,78,109,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA
538,1989,Graduation,Single,"$46,107.00",1,0,2002-10-14,78,186,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA
10022,1973,PhD,Single,"$54,466.00",1,1,2002-09-14,78,113,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP
10157,1965,Graduation,Single,"$59,686.00",0,1,1/25/14,78,123,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA
3503,1950,Graduation,Divorced,"$82,460.00",0,0,2012-02-13,78,96,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA
146,1960,PhD,Single,"$76,045.00",0,0,11/15/13,78,50,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP
5538,1975,Graduation,Divorced,"$83,829.00",0,0,2010-08-13,78,165,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP
3910,1975,Graduation,Divorced,"$83,829.00",0,0,2010-08-13,78,58,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP
4227,1968,Master,Together,"$32,889.00",1,1,2009-06-13,78,128,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP
